,0
8594,35
8595,65
8596,47
8597,27
8598,14
8599,44
8600,54
8601,54
8602,0
8603,4
8604,65
8605,10
8606,49
8607,43
8608,52
8609,56
8610,8
8611,74
8612,10
8613,10
8614,7
8615,83
8616,68
8617,68
8618,17
8619,93
8620,14
8621,66
8622,75
8623,27
8624,36
8625,52
8626,95
8627,5
8628,60
8629,46
8630,66
8631,84
8632,0
8633,47
8634,2
8635,8
8636,77
8637,54
8638,6
8639,6
8640,17
8641,74
8642,37
8643,23
8644,2
8645,39
8646,46
8647,8
8648,60
8649,36
8650,73
8651,27
8652,94
8653,64
8654,78
8655,36
8656,60
8657,64
8658,97
8659,66
8660,13
8661,2
8662,48
8663,56
8664,65
8665,17
8666,83
8667,42
8668,66
8669,34
8670,11
8671,66
8672,18
8673,38
8674,69
8675,66
8676,1
8677,64
8678,25
8679,93
8680,12
8681,97
8682,64
8683,75
8684,84
8685,65
8686,57
8687,40
8688,82
8689,43
8690,81
8691,38
8692,7
8693,14
8694,25
8695,52
8696,25
8697,25
8698,54
8699,27
8700,87
8701,68
8702,60
8703,47
8704,67
8705,98
8706,3
8707,64
8708,91
8709,74
8710,25
8711,1
8712,12
8713,18
8714,25
8715,14
8716,42
8717,7
8718,55
8719,43
8720,19
8721,72
8722,78
8723,65
8724,57
8725,43
8726,1
8727,57
8728,81
8729,38
8730,69
8731,41
8732,2
8733,77
8734,8
8735,97
8736,22
8737,97
8738,52
8739,5
8740,57
8741,67
8742,99
8743,90
8744,99
8745,97
8746,14
8747,37
8748,81
8749,37
8750,18
8751,7
8752,35
8753,31
8754,7
8755,74
8756,44
8757,2
8758,54
8759,2
8760,94
8761,68
8762,2
8763,80
8764,95
8765,65
8766,12
8767,18
8768,30
8769,5
8770,83
8771,9
8772,5
8773,39
8774,66
8775,87
8776,2
8777,66
8778,24
8779,31
8780,41
8781,5
8782,64
8783,69
8784,82
8785,17
8786,31
8787,68
8788,18
8789,35
8790,97
8791,46
8792,66
8793,14
8794,38
8795,83
8796,46
8797,42
8798,14
8799,53
8800,73
8801,2
8802,66
8803,15
8804,84
8805,10
8806,81
8807,25
8808,55
8809,2
8810,98
8811,53
8812,57
8813,65
8814,5
8815,52
8816,9
8817,74
8818,98
8819,73
8820,52
8821,9
8822,26
8823,69
8824,33
8825,35
8826,2
8827,44
8828,11
8829,52
8830,55
8831,54
8832,25
8833,4
8834,57
8835,10
8836,23
8837,93
8838,87
8839,18
8840,0
8841,57
8842,14
8843,35
8844,72
8845,43
8846,90
8847,8
8848,52
8849,75
8850,18
8851,83
8852,43
8853,49
8854,65
8855,65
8856,69
8857,84
8858,40
8859,28
8860,9
8861,37
8862,52
8863,0
8864,57
8865,26
8866,35
8867,53
8868,35
8869,33
8870,65
8871,40
8872,50
8873,64
8874,49
8875,81
8876,16
8877,55
8878,0
8879,97
8880,84
8881,2
8882,69
8883,16
8884,65
8885,70
8886,46
8887,5
8888,37
8889,18
8890,87
8891,69
8892,25
8893,11
8894,69
8895,16
8896,15
8897,80
8898,54
8899,71
8900,68
8901,43
8902,53
8903,18
8904,8
8905,44
8906,17
8907,71
8908,1
8909,89
8910,12
8911,48
8912,75
8913,46
8914,18
8915,91
8916,66
8917,77
8918,73
8919,0
8920,65
8921,95
8922,67
8923,49
8924,74
8925,0
8926,65
8927,18
8928,37
8929,66
8930,54
8931,37
8932,67
8933,91
8934,98
8935,49
8936,26
8937,93
8938,0
8939,98
8940,33
8941,33
8942,25
8943,5
8944,18
8945,57
8946,69
8947,81
8948,66
8949,43
8950,14
8951,77
8952,18
8953,80
8954,33
8955,31
8956,22
8957,97
8958,65
8959,10
8960,0
8961,81
8962,51
8963,16
8964,99
8965,39
8966,18
8967,40
8968,8
8969,5
8970,55
8971,82
8972,10
8973,72
8974,42
8975,48
8976,40
8977,52
8978,66
8979,46
8980,5
8981,17
8982,17
8983,5
8984,26
8985,94
8986,84
8987,5
8988,60
8989,1
8990,42
8991,9
8992,22
8993,71
8994,1
8995,1
8996,17
8997,2
8998,54
8999,2
9000,65
9001,65
9002,11
9003,72
9004,23
9005,73
9006,97
9007,17
9008,50
9009,92
9010,17
9011,13
9012,24
9013,7
9014,54
9015,97
9016,16
9017,17
9018,64
9019,33
9020,96
9021,80
9022,12
9023,68
9024,95
9025,98
9026,56
9027,24
9028,11
9029,70
9030,41
9031,57
9032,7
9033,83
9034,56
9035,25
9036,23
9037,5
9038,24
9039,41
9040,56
9041,66
9042,85
9043,31
9044,7
9045,69
9046,72
9047,41
9048,43
9049,71
9050,64
9051,49
9052,57
9053,32
9054,46
9055,44
9056,82
9057,41
9058,37
9059,17
9060,59
9061,93
9062,3
9063,43
9064,56
9065,22
9066,18
9067,8
9068,65
9069,48
9070,57
9071,54
9072,92
9073,86
9074,5
9075,7
9076,28
9077,5
9078,5
9079,60
9080,56
9081,0
9082,81
9083,72
9084,68
9085,19
9086,44
9087,98
9088,39
9089,19
9090,5
9091,9
9092,2
9093,0
9094,15
9095,92
9096,10
9097,14
9098,87
9099,78
9100,25
9101,19
9102,5
9103,64
9104,3
9105,35
9106,55
9107,66
9108,57
9109,0
9110,37
9111,63
9112,13
9113,38
9114,86
9115,77
9116,56
9117,35
9118,74
9119,51
9120,57
9121,68
9122,68
9123,60
9124,54
9125,93
9126,0
9127,71
9128,15
9129,60
9130,17
9131,59
9132,37
9133,10
9134,30
9135,18
9136,55
9137,50
9138,80
9139,7
9140,92
9141,69
9142,10
9143,22
9144,82
9145,41
9146,7
9147,10
9148,10
9149,9
9150,49
9151,54
9152,63
9153,42
9154,44
9155,7
9156,70
9157,22
9158,16
9159,74
9160,2
9161,25
9162,7
9163,25
9164,13
9165,1
9166,2
9167,53
9168,41
9169,0
9170,0
9171,69
9172,2
9173,9
9174,54
9175,91
9176,28
9177,80
9178,78
9179,82
9180,66
9181,12
9182,87
9183,9
9184,56
9185,36
9186,17
9187,74
9188,13
9189,97
9190,62
9191,6
9192,60
9193,17
9194,4
9195,65
9196,2
9197,80
9198,34
9199,1
9200,4
9201,78
9202,42
9203,91
9204,3
9205,92
9206,0
9207,94
9208,31
9209,0
9210,2
9211,60
9212,70
9213,3
9214,97
9215,27
9216,55
9217,18
9218,51
9219,57
9220,97
9221,6
9222,0
9223,44
9224,85
9225,3
9226,30
9227,1
9228,15
9229,78
9230,39
9231,25
9232,98
9233,25
9234,35
9235,7
9236,95
9237,63
9238,1
9239,5
9240,54
9241,31
9242,65
9243,85
9244,1
9245,46
9246,16
9247,60
9248,13
9249,57
9250,66
9251,16
9252,44
9253,53
9254,77
9255,78
9256,78
9257,65
9258,0
9259,14
9260,10
9261,57
9262,68
9263,7
9264,0
9265,65
9266,5
9267,43
9268,13
9269,83
9270,13
9271,19
9272,18
9273,34
9274,50
9275,55
9276,87
9277,55
9278,19
9279,91
9280,50
9281,55
9282,68
9283,80
9284,80
9285,32
9286,54
9287,18
9288,50
9289,66
9290,70
9291,77
9292,57
9293,70
9294,52
9295,52
9296,66
9297,80
9298,15
9299,89
9300,97
9301,43
9302,84
9303,26
9304,37
9305,18
9306,57
9307,69
9308,54
9309,12
9310,16
9311,6
9312,25
9313,26
9314,1
9315,36
9316,89
9317,64
9318,33
9319,7
9320,93
9321,64
9322,60
9323,39
9324,50
9325,35
9326,7
9327,42
9328,86
9329,89
9330,5
9331,83
9332,57
9333,10
9334,39
9335,11
9336,8
9337,89
9338,50
9339,2
9340,1
9341,75
9342,2
9343,7
9344,73
9345,25
9346,12
9347,25
9348,22
9349,74
9350,67
9351,60
9352,34
9353,25
9354,1
9355,2
9356,8
9357,95
9358,9
9359,97
9360,91
9361,57
9362,57
9363,43
9364,0
9365,95
9366,66
9367,57
9368,1
9369,18
9370,5
9371,56
9372,75
9373,0
9374,19
9375,57
9376,43
9377,41
9378,43
9379,22
9380,64
9381,42
9382,69
9383,15
9384,25
9385,90
9386,26
9387,18
9388,42
9389,42
9390,0
9391,86
9392,69
9393,46
9394,72
9395,31
9396,51
9397,54
9398,40
9399,35
9400,48
9401,86
9402,33
9403,47
9404,11
9405,2
9406,17
9407,8
9408,89
9409,51
9410,94
9411,68
9412,57
9413,18
9414,57
9415,77
9416,5
9417,18
9418,93
9419,31
9420,19
9421,43
9422,90
9423,95
9424,92
9425,40
9426,95
9427,1
9428,66
9429,7
9430,31
9431,57
9432,66
9433,0
9434,73
9435,77
9436,5
9437,26
9438,5
9439,84
9440,50
9441,5
9442,50
9443,5
9444,18
9445,3
9446,96
9447,7
9448,86
9449,18
9450,1
9451,30
9452,72
9453,47
9454,44
9455,64
9456,71
9457,72
9458,80
9459,66
9460,65
9461,0
9462,52
9463,10
9464,51
9465,4
9466,7
9467,95
9468,28
9469,80
9470,17
9471,44
9472,73
9473,53
9474,66
9475,63
9476,32
9477,54
9478,38
9479,30
9480,30
9481,65
9482,49
9483,69
9484,67
9485,3
9486,0
9487,56
9488,37
9489,28
9490,82
9491,57
9492,62
9493,50
9494,75
9495,68
9496,86
9497,43
9498,90
9499,39
9500,72
9501,7
9502,43
9503,84
9504,65
9505,25
9506,91
9507,31
9508,54
9509,73
9510,59
9511,57
9512,17
9513,18
9514,75
9515,54
9516,33
9517,22
9518,35
9519,27
9520,62
9521,41
9522,8
9523,84
9524,60
9525,84
9526,15
9527,46
9528,54
9529,56
9530,6
9531,51
9532,1
9533,80
9534,0
9535,66
9536,97
9537,71
9538,18
9539,36
9540,48
9541,2
9542,12
9543,90
9544,5
9545,30
9546,11
9547,26
9548,34
9549,18
9550,0
9551,40
9552,66
9553,18
9554,80
9555,55
9556,75
9557,82
9558,15
9559,25
9560,46
9561,78
9562,9
9563,56
9564,57
9565,7
9566,91
9567,42
9568,35
9569,59
9570,51
9571,95
9572,74
9573,31
9574,5
9575,49
9576,30
9577,65
9578,17
9579,26
9580,18
9581,24
9582,71
9583,65
9584,80
9585,52
9586,48
9587,67
9588,28
9589,2
9590,46
9591,43
9592,17
9593,25
9594,86
9595,2
9596,52
9597,56
9598,39
9599,67
9600,11
9601,91
9602,39
9603,6
9604,33
9605,0
9606,81
9607,65
9608,56
9609,31
9610,66
9611,22
9612,54
9613,80
9614,10
9615,35
9616,31
9617,25
9618,93
9619,37
9620,12
9621,62
9622,75
9623,18
9624,65
9625,12
9626,74
9627,30
9628,30
9629,93
9630,56
9631,94
9632,14
9633,56
9634,35
9635,2
9636,30
9637,77
9638,74
9639,56
9640,69
9641,7
9642,54
9643,89
9644,94
9645,30
9646,3
9647,17
9648,68
9649,75
9650,68
9651,69
9652,18
9653,18
9654,65
9655,25
9656,54
9657,11
9658,78
9659,62
9660,81
9661,33
9662,84
9663,35
9664,26
9665,50
9666,38
9667,18
9668,19
9669,84
9670,77
9671,74
9672,16
9673,18
9674,9
9675,2
9676,13
9677,8
9678,53
9679,80
9680,69
9681,82
9682,33
9683,43
9684,0
9685,37
9686,57
9687,57
9688,9
9689,12
9690,2
9691,77
9692,77
9693,17
9694,44
9695,65
9696,77
9697,18
9698,69
9699,40
9700,57
9701,2
9702,71
9703,60
9704,25
9705,78
9706,42
9707,78
9708,42
9709,37
9710,63
9711,6
9712,40
9713,44
9714,83
9715,65
9716,32
9717,2
9718,57
9719,84
9720,4
9721,68
9722,9
9723,41
9724,51
9725,18
9726,14
9727,46
9728,65
9729,60
9730,1
9731,9
9732,42
9733,49
9734,22
9735,63
9736,99
9737,65
9738,23
9739,74
9740,18
9741,81
9742,81
9743,80
9744,41
9745,36
9746,65
9747,98
9748,50
9749,19
9750,80
9751,43
9752,81
9753,27
9754,14
9755,53
9756,13
9757,66
9758,69
9759,9
9760,5
9761,98
9762,19
9763,69
9764,0
9765,54
9766,71
9767,5
9768,57
9769,36
9770,15
9771,33
9772,86
9773,64
9774,6
9775,47
9776,68
9777,81
9778,98
9779,6
9780,17
9781,57
9782,6
9783,84
9784,9
9785,66
9786,15
9787,66
9788,47
9789,26
9790,72
9791,2
9792,13
9793,42
9794,39
9795,65
9796,70
9797,66
9798,1
9799,91
9800,91
9801,57
9802,13
9803,65
9804,70
9805,32
9806,95
9807,46
9808,95
9809,97
9810,5
9811,52
9812,17
9813,0
9814,94
9815,42
9816,19
9817,25
9818,25
9819,55
9820,27
9821,51
9822,69
9823,32
9824,62
9825,99
9826,2
9827,44
9828,9
9829,90
9830,23
9831,55
9832,5
9833,46
9834,56
9835,89
9836,66
9837,84
9838,60
9839,69
9840,69
9841,69
9842,78
9843,51
9844,66
9845,15
9846,52
9847,98
9848,13
9849,55
9850,33
9851,85
9852,71
9853,18
9854,18
9855,73
9856,67
9857,35
9858,69
9859,84
9860,65
9861,55
9862,54
9863,80
9864,77
9865,17
9866,33
9867,63
9868,19
9869,77
9870,73
9871,28
9872,15
9873,57
9874,50
9875,60
9876,54
9877,14
9878,81
9879,86
9880,8
9881,66
9882,93
9883,70
9884,15
9885,56
9886,66
9887,65
9888,60
9889,82
9890,97
9891,81
9892,15
9893,91
9894,3
9895,0
9896,17
9897,74
9898,62
9899,24
9900,89
9901,89
9902,90
9903,40
9904,89
9905,14
9906,18
9907,11
9908,46
9909,87
9910,56
9911,78
9912,17
9913,31
9914,86
9915,94
9916,99
9917,65
9918,78
9919,60
9920,46
9921,65
9922,0
9923,82
9924,14
9925,5
9926,0
9927,0
9928,22
9929,52
9930,7
9931,98
9932,40
9933,75
9934,83
9935,22
9936,96
9937,9
9938,43
9939,37
9940,0
9941,8
9942,14
9943,17
9944,75
9945,27
9946,13
9947,19
9948,67
9949,24
9950,3
9951,5
9952,99
9953,65
9954,32
9955,46
9956,46
9957,38
9958,67
9959,70
9960,51
9961,87
9962,87
9963,87
9964,37
9965,0
9966,96
9967,0
9968,12
9969,12
9970,65
9971,12
9972,12
9973,18
9974,12
9975,12
9976,12
9977,65
9978,68
9979,31
9980,9
9981,8
9982,24
9983,27
9984,18
9985,68
9986,68
9987,0
9988,80
9989,57
9990,31
9991,69
9992,38
9993,67
9994,46
9995,99
9996,18
9997,83
9998,57
9999,47
10000,46
10001,82
10002,33
10003,44
10004,46
10005,89
10006,0
10007,6
10008,55
10009,5
10010,68
10011,54
10012,94
10013,94
10014,2
10015,63
10016,92
10017,42
10018,43
10019,14
10020,0
10021,82
10022,90
10023,62
10024,12
10025,82
10026,4
10027,37
10028,56
10029,74
10030,14
10031,62
10032,81
10033,31
10034,57
10035,12
10036,57
10037,12
10038,12
10039,68
10040,50
10041,43
10042,33
10043,37
10044,43
10045,63
10046,50
10047,84
10048,57
10049,83
10050,91
10051,28
10052,93
10053,80
10054,86
10055,51
10056,7
10057,33
10058,3
10059,18
10060,5
10061,18
10062,80
10063,91
10064,51
10065,80
10066,62
10067,80
10068,65
10069,77
10070,0
10071,46
10072,66
10073,4
10074,2
10075,7
10076,72
10077,83
10078,83
10079,0
10080,65
10081,87
10082,7
10083,74
10084,65
10085,0
10086,80
10087,18
10088,31
10089,64
10090,42
10091,63
10092,87
10093,15
10094,64
10095,60
10096,0
10097,1
10098,94
10099,10
10100,90
10101,67
10102,54
10103,55
10104,78
10105,1
10106,33
10107,18
10108,40
10109,39
10110,35
10111,3
10112,14
10113,80
10114,57
10115,0
10116,80
10117,50
10118,22
10119,5
10120,65
10121,34
10122,87
10123,0
10124,73
10125,28
10126,5
10127,75
10128,86
10129,80
10130,90
10131,8
10132,42
10133,56
10134,57
10135,18
10136,71
10137,34
10138,82
10139,24
10140,72
10141,5
10142,83
10143,83
10144,37
10145,70
10146,57
10147,0
10148,35
10149,65
10150,64
10151,66
10152,97
10153,12
10154,40
10155,96
10156,85
10157,0
10158,36
10159,80
10160,32
10161,12
10162,44
10163,71
10164,5
10165,98
10166,1
10167,27
10168,8
10169,35
10170,1
10171,57
10172,89
10173,59
10174,57
10175,73
10176,67
10177,0
10178,97
10179,54
10180,68
10181,52
10182,25
10183,36
10184,3
10185,80
10186,50
10187,82
10188,65
10189,12
10190,46
10191,0
10192,68
10193,15
10194,54
10195,77
10196,37
10197,57
10198,9
10199,68
10200,51
10201,8
10202,43
10203,68
10204,39
10205,57
10206,31
10207,72
10208,4
10209,81
10210,1
10211,67
10212,14
10213,32
10214,97
10215,5
10216,63
10217,84
10218,38
10219,94
10220,37
10221,32
10222,57
10223,87
10224,18
10225,57
10226,0
10227,18
10228,81
10229,87
10230,51
10231,86
10232,62
10233,97
10234,7
10235,87
10236,18
10237,14
10238,15
10239,82
10240,97
10241,0
10242,40
10243,54
10244,75
10245,67
10246,19
10247,24
10248,18
10249,6
10250,26
10251,12
10252,98
10253,23
10254,65
10255,57
10256,82
10257,26
10258,72
10259,12
10260,80
10261,0
10262,80
10263,33
10264,53
10265,69
10266,12
10267,42
10268,46
10269,68
10270,57
10271,19
10272,6
10273,24
10274,4
10275,96
10276,23
10277,93
10278,91
10279,54
10280,50
10281,99
10282,2
10283,12
10284,17
10285,65
10286,31
10287,77
10288,43
10289,15
10290,17
10291,18
10292,98
10293,18
10294,55
10295,99
10296,63
10297,39
10298,54
10299,57
10300,95
10301,93
10302,27
10303,64
10304,3
10305,75
10306,12
10307,63
10308,89
10309,84
10310,84
10311,8
10312,60
10313,71
10314,57
10315,1
10316,73
10317,22
10318,64
10319,18
10320,73
10321,68
10322,59
10323,10
10324,39
10325,49
10326,33
10327,57
10328,69
10329,42
10330,52
10331,83
10332,66
10333,80
10334,54
10335,39
10336,77
10337,6
10338,42
10339,5
10340,93
10341,2
10342,46
10343,57
10344,10
10345,28
10346,64
10347,54
10348,84
10349,27
10350,22
10351,17
10352,15
10353,66
10354,91
10355,37
10356,78
10357,13
10358,46
10359,28
10360,28
10361,57
10362,46
10363,23
10364,28
10365,46
10366,52
10367,99
10368,15
10369,41
10370,26
10371,6
10372,62
10373,95
10374,12
10375,72
10376,65
10377,35
10378,47
10379,2
10380,17
10381,34
10382,54
10383,14
10384,66
10385,84
10386,13
10387,96
10388,65
10389,97
10390,60
10391,10
10392,7
10393,2
10394,65
10395,69
10396,39
10397,35
10398,42
10399,43
10400,81
10401,52
10402,96
10403,84
10404,80
10405,10
10406,26
10407,25
10408,35
10409,7
10410,60
10411,40
10412,57
10413,81
10414,1
10415,2
10416,27
10417,9
10418,48
10419,9
10420,68
10421,66
10422,47
10423,51
10424,18
10425,41
10426,69
10427,12
10428,17
10429,31
10430,65
10431,93
10432,0
10433,72
10434,91
10435,66
10436,0
10437,91
10438,65
10439,26
10440,0
10441,25
10442,97
10443,80
10444,24
10445,9
10446,2
10447,57
10448,13
10449,83
10450,57
10451,13
10452,97
10453,57
10454,23
10455,94
10456,56
10457,27
10458,90
10459,69
10460,74
10461,17
10462,65
10463,68
10464,65
10465,19
10466,44
10467,17
10468,13
10469,0
10470,48
10471,65
10472,75
10473,67
10474,72
10475,77
10476,67
10477,18
10478,17
10479,66
10480,42
10481,25
10482,17
10483,69
10484,43
10485,12
10486,54
10487,48
10488,37
10489,63
10490,5
10491,87
10492,8
10493,51
10494,60
10495,98
10496,89
10497,64
10498,25
10499,11
10500,57
10501,8
10502,75
10503,11
10504,77
10505,14
10506,57
10507,18
10508,31
10509,0
10510,32
10511,0
10512,2
10513,15
10514,63
10515,67
10516,36
10517,43
10518,15
10519,54
10520,6
10521,30
10522,23
10523,57
10524,15
10525,77
10526,18
10527,84
10528,35
10529,27
10530,96
10531,84
10532,33
10533,56
10534,73
10535,10
10536,84
10537,7
10538,54
10539,32
10540,54
10541,1
10542,75
10543,18
10544,68
10545,11
10546,89
10547,65
10548,31
10549,19
10550,60
10551,70
10552,0
10553,63
10554,72
10555,24
10556,95
10557,3
10558,33
10559,69
10560,8
10561,64
10562,65
10563,0
10564,47
10565,36
10566,93
10567,0
10568,59
10569,52
10570,92
10571,65
10572,54
10573,66
10574,65
10575,32
10576,57
10577,50
10578,57
10579,74
10580,98
10581,71
10582,43
10583,25
10584,1
10585,78
10586,63
10587,18
10588,63
10589,24
10590,55
10591,96
10592,31
10593,18
10594,57
10595,72
10596,56
10597,17
10598,97
10599,97
10600,8
10601,31
10602,67
10603,1
10604,92
10605,5
10606,91
10607,84
10608,80
10609,98
10610,65
10611,66
10612,66
10613,0
10614,74
10615,43
10616,89
10617,65
10618,4
10619,13
10620,17
10621,56
10622,57
10623,75
10624,91
10625,15
10626,95
10627,48
10628,0
10629,93
10630,34
10631,7
10632,68
10633,65
10634,57
10635,19
10636,54
10637,97
10638,7
10639,5
10640,0
10641,62
10642,62
10643,3
10644,87
10645,50
10646,98
10647,57
10648,5
10649,9
10650,80
10651,72
10652,78
10653,4
10654,22
10655,91
10656,92
10657,89
10658,15
10659,5
10660,98
10661,10
10662,44
10663,30
10664,72
10665,96
10666,5
10667,66
10668,80
10669,27
10670,0
10671,51
10672,53
10673,22
10674,32
10675,18
10676,77
10677,9
10678,0
10679,0
10680,72
10681,39
10682,80
10683,4
10684,77
10685,57
10686,31
10687,65
10688,0
10689,31
10690,13
10691,13
10692,57
10693,63
10694,98
10695,42
10696,57
10697,78
10698,68
10699,75
10700,7
10701,95
10702,74
10703,10
10704,63
10705,78
10706,89
10707,78
10708,11
10709,33
10710,64
10711,12
10712,75
10713,90
10714,52
10715,8
10716,90
10717,7
10718,65
10719,84
10720,9
10721,19
10722,97
10723,94
10724,78
10725,83
10726,22
10727,57
10728,63
10729,98
10730,52
10731,69
10732,90
10733,68
10734,8
10735,31
10736,60
10737,65
10738,52
10739,66
10740,57
10741,68
10742,4
10743,54
10744,13
10745,46
10746,94
10747,57
10748,53
10749,26
10750,57
10751,93
10752,35
10753,64
10754,50
10755,15
10756,60
10757,25
10758,56
10759,93
10760,14
10761,84
10762,49
10763,48
10764,37
10765,0
10766,17
10767,34
10768,42
10769,66
10770,98
10771,70
10772,60
10773,68
10774,74
10775,80
10776,70
10777,84
10778,44
10779,37
10780,91
10781,91
10782,17
10783,6
10784,44
10785,72
10786,15
10787,94
10788,91
10789,57
10790,12
10791,18
10792,7
10793,93
10794,4
10795,2
10796,8
10797,52
10798,91
10799,80
10800,65
10801,98
10802,10
10803,73
10804,52
10805,56
10806,54
10807,84
10808,34
10809,48
10810,35
10811,44
10812,39
10813,57
10814,31
10815,57
10816,40
10817,65
10818,77
10819,32
10820,35
10821,39
10822,5
10823,60
10824,22
10825,77
10826,1
10827,85
10828,57
10829,68
10830,17
10831,54
10832,52
10833,0
10834,66
10835,47
10836,59
10837,80
10838,72
10839,30
10840,60
10841,38
10842,35
10843,4
10844,84
10845,0
10846,0
10847,28
10848,60
10849,94
10850,25
10851,81
10852,18
10853,51
10854,2
10855,9
10856,14
10857,68
10858,14
10859,80
10860,77
10861,69
10862,18
10863,40
10864,95
10865,14
10866,53
10867,14
10868,99
10869,42
10870,50
10871,71
10872,54
10873,69
10874,46
10875,95
10876,22
10877,22
10878,22
10879,97
10880,22
10881,8
10882,0
10883,65
10884,36
10885,65
10886,80
10887,37
10888,25
10889,7
10890,18
10891,27
10892,98
10893,86
10894,14
10895,17
10896,12
10897,15
10898,80
10899,7
10900,80
10901,78
10902,91
10903,32
10904,69
10905,78
10906,14
10907,38
10908,44
10909,87
10910,65
10911,70
10912,84
10913,81
10914,7
10915,27
10916,94
10917,69
10918,91
10919,80
10920,23
10921,18
10922,80
10923,42
10924,65
10925,68
10926,7
10927,28
10928,0
10929,17
10930,16
10931,56
10932,78
10933,5
10934,8
10935,19
10936,3
10937,54
10938,17
10939,69
10940,15
10941,81
10942,1
10943,5
10944,19
10945,84
10946,78
10947,75
10948,51
10949,12
10950,62
10951,51
10952,18
10953,52
10954,90
10955,74
10956,72
10957,95
10958,27
10959,86
10960,13
10961,15
10962,15
10963,15
10964,87
10965,14
10966,25
10967,67
10968,35
10969,0
10970,40
10971,42
10972,40
10973,30
10974,65
10975,95
10976,84
10977,33
10978,48
10979,53
10980,33
10981,78
10982,66
10983,9
10984,9
10985,52
10986,78
10987,54
10988,54
10989,95
10990,33
10991,91
10992,60
10993,28
10994,69
10995,18
10996,60
10997,68
10998,17
10999,5
11000,0
11001,5
11002,52
11003,98
11004,14
11005,89
11006,59
11007,80
11008,48
11009,15
11010,14
11011,27
11012,0
11013,93
11014,93
11015,27
11016,5
11017,34
11018,0
11019,57
11020,53
11021,90
11022,5
11023,83
11024,66
11025,98
11026,57
11027,75
11028,87
11029,68
11030,84
11031,73
11032,98
11033,97
11034,4
11035,93
11036,68
11037,2
11038,39
11039,77
11040,68
11041,94
11042,80
11043,35
11044,89
11045,93
11046,64
11047,10
11048,49
11049,32
11050,32
11051,78
11052,27
11053,22
11054,42
11055,60
11056,38
11057,30
11058,25
11059,13
11060,81
11061,99
11062,28
11063,10
11064,47
11065,39
11066,69
11067,16
11068,91
11069,52
11070,52
11071,66
11072,98
11073,2
11074,28
11075,0
11076,2
11077,51
11078,80
11079,5
11080,89
11081,84
11082,19
11083,98
11084,90
11085,71
11086,33
11087,57
11088,17
11089,38
11090,0
11091,81
11092,80
11093,23
11094,92
11095,97
11096,92
11097,0
11098,17
11099,71
11100,89
11101,81
11102,55
11103,39
11104,46
11105,50
11106,10
11107,40
11108,97
11109,55
11110,42
11111,90
11112,66
11113,40
11114,34
11115,34
11116,34
11117,34
11118,2
11119,81
11120,69
11121,3
11122,1
11123,27
11124,0
11125,67
11126,8
11127,0
11128,0
11129,44
11130,36
11131,0
11132,84
11133,0
11134,92
11135,57
11136,86
11137,78
11138,44
11139,68
11140,85
11141,65
11142,65
11143,7
11144,44
11145,18
11146,91
11147,64
11148,97
11149,66
11150,13
11151,1
11152,97
11153,42
11154,10
11155,94
11156,27
11157,27
11158,73
11159,66
11160,27
11161,10
11162,54
11163,84
11164,25
11165,13
11166,5
11167,66
11168,63
11169,14
11170,73
11171,7
11172,67
11173,71
11174,54
11175,77
11176,83
11177,19
11178,34
11179,31
11180,44
11181,17
11182,5
11183,5
11184,66
11185,35
11186,99
11187,87
11188,17
11189,93
11190,33
11191,62
11192,52
11193,68
11194,37
11195,91
11196,71
11197,14
11198,60
11199,71
11200,18
11201,10
11202,91
11203,18
11204,41
11205,10
11206,57
11207,57
11208,8
11209,35
11210,62
11211,64
11212,11
11213,51
11214,91
11215,18
11216,43
11217,24
11218,52
11219,71
11220,52
11221,71
11222,25
11223,94
11224,40
11225,28
11226,16
11227,0
11228,44
11229,75
11230,36
11231,95
11232,66
11233,13
11234,16
11235,25
11236,86
11237,18
11238,13
11239,92
11240,5
11241,35
11242,80
11243,73
11244,38
11245,69
11246,11
11247,3
11248,35
11249,96
11250,2
11251,52
11252,65
11253,99
11254,73
11255,15
11256,26
11257,50
11258,65
11259,28
11260,11
11261,93
11262,8
11263,7
11264,57
11265,44
11266,94
11267,41
11268,57
11269,26
11270,82
11271,0
11272,8
11273,3
11274,10
11275,41
11276,77
11277,33
11278,41
11279,65
11280,69
11281,80
11282,80
11283,26
11284,68
11285,2
11286,78
11287,98
11288,97
11289,54
11290,66
11291,17
11292,37
11293,5
11294,44
11295,66
11296,7
11297,17
11298,14
11299,18
11300,59
11301,98
11302,70
11303,0
11304,14
11305,5
11306,57
11307,43
11308,18
11309,1
11310,14
11311,93
11312,59
11313,65
11314,91
11315,54
11316,82
11317,48
11318,41
11319,82
11320,27
11321,56
11322,60
11323,17
11324,62
11325,65
11326,5
11327,12
11328,56
11329,19
11330,78
11331,23
11332,1
11333,0
11334,14
11335,91
11336,82
11337,67
11338,57
11339,71
11340,51
11341,28
11342,28
11343,89
11344,56
11345,51
11346,24
11347,49
11348,38
11349,35
11350,37
11351,12
11352,28
11353,44
11354,8
11355,25
11356,11
11357,2
11358,54
11359,18
11360,53
11361,16
11362,80
11363,32
11364,70
11365,89
11366,72
11367,65
11368,23
11369,0
11370,50
11371,72
11372,26
11373,60
11374,65
11375,86
11376,95
11377,23
11378,85
11379,0
11380,97
11381,25
11382,59
11383,13
11384,68
11385,13
11386,0
11387,39
11388,33
11389,15
11390,54
11391,25
11392,5
